,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Height,Weight,foot,Growth,Value,Wage,Release Clause
7057,S. Birnbaum,29,70,United States,DC United,71,CB,CB,71,73,181lbs,Right,1,1700000.0,5000.0,2700000.0
7058,P. Mullins,28,64,United States,Toronto FC,64,ST,ST,64,73,176lbs,Left,0,475000.0,2000.0,713000.0
7059,B. Sørmo,23,65,Norway,Kristiansund BK,65,RB,RB,71,74,176lbs,Right,6,650000.0,1000.0,943000.0
7060,L. Acosta,26,73,Argentina,Club Atlas,74,CAM,CAM LM LW,74,63,134lbs,Right,1,4700000.0,12000.0,8300000.000000001
7061,Mariano,26,77,Dominican Republic,Real Madrid,78,ST,ST,78,71,168lbs,Right,1,10500000.0,125000.0,22300000.0
7062,W. Kanon,26,71,Ivory Coast,Côte d'Ivoire,73,CB,CB,73,74,187lbs,Left,2,0.0,0.0,0.0
7063,Kim Do Hyeok,28,66,Korea Republic,Incheon United FC,66,CM,CM CDM,66,68,157lbs,Left,0,650000.0,2000.0,813000.0
7064,Kim Yong Hwan,27,66,Korea Republic,Sangju Sangmu FC,66,RB,RB,67,69,148lbs,Right,1,650000.0,1000.0,0.0
7065,Y. Barnawi,26,64,Saudi Arabia,Al Taawoun,64,RB,RB,65,69,168lbs,Right,1,450000.0,5000.0,776000.0
7066,Ahn Yong Woo,28,66,Korea Republic,Sagan Tosu,66,RM,RM LM,66,70,152lbs,Right,0,650000.0,2000.0,813000.0
7067,T. Akindele,28,67,Canada,Orlando City SC,67,ST,ST LM,67,73,174lbs,Right,0,800000.0,3000.0,1200000.0
7068,V. Lindelöf,25,80,Sweden,Manchester United,82,CDM,CB,84,74,176lbs,Right,4,17000000.0,100000.0,33600000.0
7069,S. Skrabb,25,65,Finland,Brescia,68,LM,ST LW LWB,67,69,165lbs,Left,2,675000.0,9000.0,1300000.0
7070,W. Cartagena,25,65,Peru,Godoy Cruz,66,CDM,CDM CM,70,71,170lbs,Right,5,650000.0,3000.0,991000.0
7071,R. Lindkvist,30,65,Sweden,AIK,65,LB,LB CB,65,72,163lbs,Left,0,425000.0,2000.0,531000.0
7072,Lee Jae Sung,27,74,Korea Republic,Holstein Kiel,76,CAM,CF CAM CM,74,71,154lbs,Left,0,6000000.0,20000.0,9300000.0
7073,N. Hagglund,27,65,United States,FC Cincinnati,66,CB,CB,66,73,192lbs,Right,1,550000.0,2000.0,866000.0
7074,B. Sweat,28,67,United States,Inter Miami,67,LB,LB LWB,67,74,174lbs,Left,0,650000.0,3000.0,975000.0
7075,C. Bishop,23,65,England,Accrington Stanley,67,ST,ST,71,72,159lbs,Right,6,750000.0,2000.0,1500000.0
7076,G. Donsah,24,70,Ghana,Bologna,72,CM,CM CDM,76,69,176lbs,Right,6,2400000.0,15000.0,4800000.0
7077,T. McNamara,29,64,United States,New England Revolution,66,CAM,LM CM RW,64,69,170lbs,Right,0,450000.0,2000.0,675000.0
7078,O. Watkins,24,76,England,Aston Villa,78,ST,ST RW,81,71,154lbs,Right,5,10500000.0,49000.0,20700000.0
7079,No Dong Geon,28,69,Korea Republic,Suwon Samsung Bluewings,69,GK,GK,72,75,194lbs,Right,3,950000.0,2000.0,1300000.0
7080,Gabriel Boschilia,23,75,Brazil,AS Monaco,74,CAM,CAM LM RW,79,68,139lbs,Left,4,8500000.0,30000.0,16800000.0
7081,Ewandro,22,70,Brazil,FK Austria Wien,71,LW,RM LM CAM,79,69,148lbs,Left,9,2700000.0,9000.0,0.0
7082,K. Dempsey,24,63,England,Gillingham,67,RM,CM,68,70,165lbs,Right,5,475000.0,2000.0,867000.0
7083,T. Thompson,24,67,United States,San Jose Earthquakes,68,RM,RB RM CM,70,67,157lbs,Right,3,850000.0,2000.0,1300000.0
7084,C. Duvall,28,66,United States,Portland Timbers,66,RB,RB CB,66,70,159lbs,Right,0,550000.0,3000.0,825000.0
7085,D. Lovitz,28,68,United States,Nashville SC,68,LB,LB LWB,68,70,165lbs,Left,0,775000.0,3000.0,1100000.0
7086,A. Morelos,24,75,Colombia,Rangers FC,77,ST,ST,82,70,174lbs,Right,7,9500000.0,44000.0,19000000.0
7087,J. Pereira,27,67,Colombia,Millonarios FC,67,RM,RM CM,67,72,165lbs,Right,0,800000.0,2000.0,1100000.0
7088,E. Crivelli,25,75,France,Medipol Başakşehir FK,77,ST,ST,79,72,174lbs,Right,4,8500000.0,35000.0,16800000.0
7089,Hélder Costa,26,73,Portugal,Leeds United,73,RM,RM RW LM,74,70,170lbs,Left,1,4700000.0,66000.0,9800000.0
7090,André Geraldes,29,74,Portugal,Sporting CP,74,RB,RB,74,71,154lbs,Right,0,4600000.0,12000.0,9200000.0
7091,M. Sobottka,26,71,Germany,Fortuna Düsseldorf,72,CDM,CDM CM,73,73,165lbs,Right,2,2600000.0,16000.0,4400000.0
7092,Lee Gwang Hyeok,24,67,Korea Republic,Pohang Steelers,68,LM,LW RW,70,67,132lbs,Left,3,975000.0,3000.0,1300000.0
7093,K. Choi,25,64,Korea Republic,Karlsruher SC,66,CAM,CAM CF RM,67,69,157lbs,Right,3,575000.0,3000.0,934000.0
7094,Fernando Karanga,29,71,Brazil,Henan Jianye FC,71,ST,ST,71,74,161lbs,Right,0,2400000.0,11000.0,3700000.0
7095,Gwon Wan Gyu,28,66,Korea Republic,Pohang Steelers,66,RB,RB CB,66,72,168lbs,Right,0,550000.0,3000.0,688000.0
7096,R. Kurzawa,27,70,Poland,Amiens SC,70,LM,LM RM,70,72,161lbs,Left,0,1900000.0,4000.0,3400000.0
7097,P. Twumasi,26,71,Ghana,Hannover 96,71,LM,LM ST,72,69,148lbs,Right,1,2800000.0,17000.0,4700000.0
7098,Wescley,26,68,Brazil,Vissel Kobe,68,CAM,CAM RM,68,68,152lbs,Left,0,950000.0,4000.0,1200000.0
7099,E. Thommy,25,75,Germany,VfB Stuttgart,75,LM,LM RM CAM,76,69,154lbs,Right,1,8000000.0,22000.0,15000000.0
7100,Zhang Xizhe,29,70,China PR,China PR,70,CAM,CAM RM CM,70,71,152lbs,Right,0,1700000.0,11000.0,2700000.0
7101,Piao Cheng,30,67,China PR,Beijing Sinobo Guoan FC,67,CM,CM,67,69,152lbs,Right,0,700000.0,7000.0,1100000.0
7102,T. Dierßen,22,62,Germany,Hannover 96,62,RW,CAM RM CM,70,68,141lbs,Right,8,450000.0,5000.0,900000.0
7103,L. Olaza,25,77,Uruguay,RC Celta,77,LB,LB,80,69,150lbs,Left,3,10000000.0,21000.0,0.0
7104,M. Jojić,28,70,Serbia,Medipol Başakşehir FK,72,CAM,CM RM CDM,70,70,174lbs,Right,0,1800000.0,20000.0,3400000.0
7105,A. Armstrong,23,73,England,Blackburn Rovers,75,ST,ST LW RW,81,66,152lbs,Right,8,6000000.0,33000.0,12600000.0
7106,Shao Puliang,30,62,China PR,Shijiazhuang Ever Bright F.C.,62,GK,GK,62,74,176lbs,Right,0,200000.0,1000.0,310000.0
7107,Han Rongze,27,61,China PR,Shandong Luneng TaiShan FC,61,GK,GK,65,75,187lbs,Left,4,230000.0,2000.0,385000.0
7108,Wang Tong,27,65,China PR,Shandong Luneng TaiShan FC,65,RB,RB,65,70,157lbs,Right,0,475000.0,4000.0,760000.0
7109,Lee Ju Yong,27,63,Korea Republic,Jeonbuk Hyundai Motors,63,LB,LB,63,71,172lbs,Left,0,325000.0,2000.0,423000.0
7110,C. Gruezo,25,72,Ecuador,FC Augsburg,73,CDM,CDM CM,79,67,148lbs,Right,7,3900000.0,17000.0,7800000.0
7111,A. Gomaa,24,71,Egypt,Egypt,71,LB,LB LM RM,75,66,141lbs,Left,4,0.0,0.0,0.0
7112,P. Seguin,25,71,Germany,SpVgg Greuther Fürth,72,CDM,CDM CM RB,75,73,174lbs,Right,4,2800000.0,6000.0,4600000.0
7113,J. Fulton,26,71,Scotland,Swansea City,72,CDM,CDM CM,75,72,172lbs,Right,4,2700000.0,17000.0,5300000.0
7114,A. Koryan,22,64,Russia,Lokomotiv Moscow,65,RM,CAM RW,72,67,134lbs,Right,8,675000.0,10000.0,1100000.0
7115,D. Avdijaj,22,68,Kosovo,Heart of Midlothian,70,CAM,LM CAM,73,68,154lbs,Right,5,1200000.0,3000.0,2200000.0
7116,C. Donaldson,25,65,Scotland,Ross County FC,67,CB,CB,71,74,183lbs,Right,6,650000.0,2000.0,1300000.0
7117,B. Ould-Chikh,22,64,Morocco,ADO Den Haag,65,CAM,RW LW,68,67,132lbs,Left,4,600000.0,2000.0,915000.0
7118,L. Morgan,23,68,Scotland,Inter Miami,69,RM,RM LM,74,70,165lbs,Right,6,1200000.0,3000.0,2000000.0
7119,J. Staněk,24,66,Czech Republic,Viktoria Plzeň,66,GK,GK,74,76,185lbs,Right,8,725000.0,500.0,1700000.0
7120,Kang Hyeon Mu,25,70,Korea Republic,Pohang Steelers,70,GK,GK,74,73,172lbs,Right,4,1700000.0,4000.0,2300000.0
7121,A. Zeneli,25,74,Kosovo,Stade de Reims,75,CAM,LM LW,77,69,159lbs,Right,3,7000000.0,21000.0,14500000.0
7122,Vigaray,25,74,Spain,Real Zaragoza,74,RB,RB,77,72,154lbs,Right,3,6000000.0,9000.0,10100000.0
7123,K. Fisker,31,67,Denmark,Brøndby IF,68,LM,CM,67,67,157lbs,Left,0,650000.0,7000.0,813000.0
7124,P. Žulj,27,71,Austria,RSC Anderlecht,72,CM,CM CDM,72,73,176lbs,Left,1,2700000.0,14000.0,4300000.0
7125,S. Scougall,26,65,Scotland,Carlisle United,69,LM,CM CAM LM,66,67,126lbs,Left,1,625000.0,4000.0,1100000.0
7126,P. Michorl,25,73,Austria,LASK Linz,75,CM,CM,77,69,157lbs,Left,4,5000000.0,21000.0,7900000.0
7127,F. Mladenović,28,71,Serbia,Legia Warszawa,71,LB,LB,71,71,143lbs,Left,0,2000000.0,8000.0,2800000.0
7128,P. Roberts,23,73,England,Manchester City,75,CAM,RW RM,81,67,146lbs,Left,8,6000000.0,71000.0,12300000.0
7129,M. Sánchez,20,65,Argentina,Club Atlético Lanús,66,CAM,CM,79,69,159lbs,Right,14,1200000.0,4000.0,0.0
7130,J. Hardeveld,25,64,Netherlands,Heracles Almelo,66,CB,LB CB,68,72,168lbs,Left,4,500000.0,2000.0,763000.0
7131,F. Aliti,26,63,Kosovo,Kalmar FF,65,CB,CB,68,73,170lbs,Left,5,425000.0,950.0,563000.0
7132,H. Lozano,24,80,Mexico,Napoli,81,CAM,RW ST LW,83,69,154lbs,Right,3,19000000.0,66000.0,33700000.0
7133,Núrio Fortuna,25,75,Angola,KAA Gent,76,LWB,LB LM,78,70,161lbs,Left,3,7500000.0,19000.0,11800000.0
7134,L. Di Plácido,26,72,Argentina,Club Atlético Lanús,73,RWB,RB RWB RM,75,69,159lbs,Right,3,3400000.0,13000.0,5400000.0
7135,T. Casali,24,63,Austria,SCR Altach,63,GK,GK,68,75,181lbs,Right,5,375000.0,2000.0,572000.0
7136,J. Weigl,24,79,Germany,SL Benfica,80,CDM,CDM CM CB,82,73,159lbs,Right,3,14500000.0,13000.0,30100000.0
7137,T. Mokeke,29,67,South Africa,South Africa,67,CDM,CDM LB CM,67,69,152lbs,Left,0,0.0,0.0,0.0
7138,E. Agüero,25,61,Argentina,River Plate Asunción,65,CDM,CM,65,69,161lbs,Right,4,325000.0,500.0,723000.0
7139,L. Boyé,24,69,Argentina,Elche CF,71,ST,LW ST CAM,74,72,174lbs,Right,5,1400000.0,9000.0,0.0
7140,C. Halkett,24,71,Scotland,Heart of Midlothian,72,CB,CB,78,72,165lbs,Right,7,3000000.0,5000.0,5900000.0
7141,Lee Myung Jae,26,65,Korea Republic,Sangju Sangmu FC,66,LM,LB,67,72,150lbs,Left,2,575000.0,1000.0,0.0
7142,Mosquito,21,67,Brazil,Arsenal de Sarandí,66,ST,ST,81,69,154lbs,Right,14,1700000.0,6000.0,3500000.0
7143,Nathan,23,71,Brazil,Chelsea,73,CAM,LM CAM,76,70,157lbs,Right,5,3200000.0,45000.0,6300000.0
7144,M. Locatelli,22,78,Italy,Sassuolo,79,CDM,CDM CM,84,71,154lbs,Right,6,13000000.0,27000.0,24700000.0
7145,B. Jamieson,21,64,United States,LA Galaxy,64,RW,IVST RM CF,74,75,165lbs,Right,10,725000.0,2000.0,1300000.0
7146,J. Onomah,23,67,England,Fulham,71,CAM,CM CAM LM,76,73,154lbs,Right,9,1200000.0,24000.0,2500000.0
7147,N. Sandberg,25,66,Norway,FK Haugesund,68,LM,RW,68,72,161lbs,Left,2,775000.0,2000.0,1000000.0
7148,T. Golley,29,61,Germany,1. FC Saarbrücken,61,RM,RM ST LM,61,72,163lbs,Right,0,250000.0,1000.0,363000.0
7149,C. Burton,23,59,England,Cambridge United,59,GK,GK,65,74,176lbs,Right,6,160000.0,1000.0,312000.0
7150,H. Lewis,22,62,England,Southampton,62,GK,GK,74,75,170lbs,Right,12,425000.0,5000.0,893000.0
7151,T. Adarabioyo,22,70,England,Manchester City,72,CB,CB RB,81,76,172lbs,Right,11,2800000.0,40000.0,5700000.0
7152,C. Cadden,23,67,Scotland,Columbus Crew SC,69,RM,RB,74,72,168lbs,Right,7,950000.0,2000.0,1600000.0
7153,D. Ramírez,24,67,Mexico,Club León,68,RM,LM LW,73,65,148lbs,Right,6,1000000.0,7000.0,1900000.0
7154,Zhang Chenglin,33,61,China PR,Wuhan Zall,61,CB,CB LB,61,72,168lbs,Right,0,120000.0,2000.0,0.0
7155,A. Long,27,75,United States,New York Red Bulls,77,CB,CB,78,73,190lbs,Right,3,7000000.0,8000.0,11000000.0
7156,A. Koselev,26,69,Moldova,Fortuna Sittard,69,GK,GK,71,79,198lbs,Right,2,925000.0,5000.0,1400000.0
7157,T. Hamed,31,76,Egypt,Egypt,76,CDM,CDM CM,76,67,148lbs,Right,0,0.0,0.0,0.0
7158,O. Duda,25,75,Slovakia,1. FC Köln,77,CAM,CAM CM,79,71,165lbs,Right,4,8500000.0,24000.0,15900000.0
7159,J. Bree,22,67,England,Luton Town,67,RB,RB LB,76,70,163lbs,Right,9,1100000.0,4000.0,2300000.0
7160,Y. Koné,24,76,Mali,Elche CF,76,LB,LB,81,69,157lbs,Left,5,9000000.0,16000.0,0.0
7161,E. Hansson,22,69,Sweden,Fortuna Sittard,70,RM,LM,77,68,141lbs,Right,8,1500000.0,6000.0,2500000.0
7162,L. Salvesen,24,64,Norway,Strømsgodset IF,66,ST,ST,70,73,181lbs,Left,6,625000.0,1000.0,906000.0
7163,Liu Weiguo,28,57,China PR,Guangzhou Evergrande Taobao FC,57,GK,GK,60,77,187lbs,Right,3,90000.0,3000.0,151000.0
7164,Zhou Tong,30,61,China PR,Wuhan Zall,61,LM,LM LWB,61,67,146lbs,Right,0,240000.0,2000.0,372000.0
7165,Sun Bo,29,59,China PR,Dalian YiFang FC,59,RM,RM RW,59,70,161lbs,Right,0,150000.0,3000.0,233000.0
7166,Liu Jiashen,28,53,China PR,Qingdao Huanghai F.C.,55,CB,CB,55,75,176lbs,Right,2,60000.0,2000.0,98000.0
7167,Cao Yunding,30,72,China PR,Shanghai Greenland Shenhua FC,72,LM,LM LW,72,68,154lbs,Right,0,2900000.0,13000.0,4500000.0
7168,J. Correa,26,64,France,FC Chambly Oise,66,RM,ST LM LW,66,67,150lbs,Right,2,550000.0,2000.0,1000000.0
7169,P. Strand,25,65,Norway,SK Brann,69,RM,CM LW,68,69,157lbs,Right,3,675000.0,2000.0,894000.0
7170,P. Anton,29,70,Romania,Romania,70,CDM,CDM CM,70,72,181lbs,Right,0,0.0,0.0,0.0
7171,V. Bozhikov,32,67,Bulgaria,Bulgaria,67,CB,CB,67,73,176lbs,Left,0,0.0,0.0,0.0
7172,P. Berg,22,72,Norway,FK Bodø/Glimt,74,CM,CM CDM,80,70,154lbs,Right,8,4500000.0,4000.0,6500000.0
7173,Yang Hyung Mo,28,63,Korea Republic,Suwon Samsung Bluewings,63,GK,GK,64,73,185lbs,Left,1,300000.0,1000.0,398000.0
7174,Ji Xiang,30,69,China PR,Jiangsu Suning FC,69,RB,RB RM,69,73,165lbs,Right,0,825000.0,9000.0,1300000.0
7175,T. Bishop,23,64,England,Ipswich Town,68,CAM,CM,70,70,148lbs,Right,6,600000.0,3000.0,1200000.0
7176,C. Dessers,25,72,Nigeria,KRC Genk,74,ST,ST,75,73,185lbs,Right,3,4000000.0,13000.0,6300000.0
7177,N. Jackers,22,67,Belgium,Waasland-Beveren,67,GK,GK,73,74,176lbs,Right,6,800000.0,3000.0,1300000.0
7178,J. Bartosz,22,62,Poland,Wisła Kraków,62,RB,RB RM,68,72,170lbs,Right,6,375000.0,2000.0,581000.0
7179,Jiang Zhipeng,31,69,China PR,China PR,69,LB,LB LM LWB,69,71,154lbs,Left,0,750000.0,7000.0,1200000.0
7180,Tang Miao  B,29,70,China PR,Guangzhou R&F FC,70,RB,RB RM RWB,70,70,163lbs,Right,0,1500000.0,9000.0,2300000.0
7181,Chang Feiya,27,56,China PR,Guangzhou R&F FC,59,RM,ST LW RM,57,71,143lbs,Right,1,110000.0,3000.0,179000.0
7182,G. Lloris,24,67,France,AJ Auxerre,69,CB,CB,70,75,183lbs,Left,3,875000.0,2000.0,1600000.0
7183,G. Esparza,27,70,Argentina,Sol de América,70,LM,LM,70,66,152lbs,Left,0,1900000.0,500.0,4099999.9999999995
7184,J. Angulo,24,68,Colombia,Junior FC,69,LWB,LB,73,72,163lbs,Left,5,1100000.0,2000.0,1600000.0
7185,M. Wdowiak,23,67,Poland,Cracovia,68,RM,RM LM,72,69,132lbs,Right,5,1000000.0,3000.0,1400000.0
7186,L. Klostermann  B,24,80,Germany,RB Leipzig,82,CB,CB RB RWB,85,74,194lbs,Right,5,18000000.0,46000.0,32000000.0
7187,Zang Yifeng,26,49,China PR,Shijiazhuang Ever Bright F.C.,52,CAM,LW,50,66,132lbs,Left,1,35000.0,2000.0,57000.0
7188,Shi Ke,27,67,China PR,Shanghai SIPG FC,69,CB,CB,70,72,176lbs,Right,3,825000.0,4000.0,1400000.0
7189,A. Ajeti,23,72,Switzerland,Celtic,74,ST,ST,79,72,172lbs,Right,7,4400000.0,33000.0,8800000.0
7190,L. Valzania,23,67,Italy,US Cremonese,68,CAM,CM,74,72,170lbs,Right,7,1100000.0,1000.0,0.0
7191,B. Embolo,23,78,Switzerland,Borussia Mönchengladbach,80,ST,ST CAM,84,73,190lbs,Right,6,14500000.0,37000.0,27600000.0
7192,A. Miranchuk,24,76,Russia,Lokomotiv Moscow,78,CAM,CAM RM,83,72,159lbs,Right,7,11000000.0,38000.0,19800000.0
7193,E. Smith,23,66,Sweden,IFK Norrköping,67,CM,CDM CB,72,76,190lbs,Right,6,800000.0,2000.0,0.0
7194,F. Arce,23,63,United States,Club Necaxa,65,CB,CDM CM,72,72,172lbs,Right,9,525000.0,2000.0,971000.0
7195,J. Meza,26,60,Mexico,Querétaro,60,RB,RB,61,70,165lbs,Right,1,210000.0,2000.0,362000.0
7196,L. Chávez,24,66,Mexico,Pachuca,68,CAM,CM RM,73,70,159lbs,Left,7,900000.0,5000.0,1700000.0
7197,N. Haikin,24,66,Russia,FK Bodø/Glimt,66,GK,GK,72,73,150lbs,Right,6,675000.0,1000.0,979000.0
7198,Unai López,24,77,Spain,Athletic Club de Bilbao,79,CAM,CM CDM,81,67,154lbs,Right,4,11500000.0,21000.0,25000000.0
7199,J. Minala,23,68,Cameroon,Qingdao Huanghai F.C.,70,CM,CM,74,72,185lbs,Right,6,1200000.0,6000.0,0.0
7200,D. Ball,24,67,England,Queens Park Rangers,68,CDM,CDM CM RB,73,73,165lbs,Right,6,950000.0,3000.0,1900000.0
7201,M. Risso,32,67,Uruguay,Club Plaza Colonia,67,CB,CB,67,76,194lbs,Right,0,500000.0,500.0,1100000.0
7202,C. Ogilvie,24,66,England,Gillingham,66,LB,LB,73,72,181lbs,Left,7,800000.0,3000.0,1600000.0
7203,H. Winks,24,79,England,Tottenham Hotspur,80,CM,CDM CM,84,69,163lbs,Right,5,15500000.0,69000.0,30600000.0
7204,M. Normann,24,75,Norway,Norway,76,CDM,CDM CM,81,70,165lbs,Right,6,0.0,0.0,0.0
7205,L. Kinsella,24,63,Republic of Ireland,Walsall,68,CDM,CM CDM,68,69,165lbs,Right,5,475000.0,3000.0,867000.0
7206,K. Veendorp,23,66,Netherlands,FC Emmen,68,CB,CB,72,72,170lbs,Right,6,800000.0,2000.0,1300000.0
7207,J. Prior,24,72,France,Valenciennes FC,72,GK,GK,78,74,190lbs,Left,6,3200000.0,3000.0,6200000.0
7208,G. Ward,25,66,England,Blackpool,67,CAM,RM CM,68,70,161lbs,Right,2,775000.0,3000.0,1400000.0
7209,A. Jakubiak,22,60,Scotland,St. Mirren,61,ST,ST LM,69,70,146lbs,Right,9,325000.0,1000.0,0.0
7210,J. Komar,23,72,Argentina,Club Atlético Talleres,74,CB,CB,81,75,183lbs,Right,9,4400000.0,9000.0,7500000.0
7211,A. Cubas,24,75,Paraguay,Nîmes Olympique,76,CDM,CDM CM,82,65,132lbs,Right,7,8500000.0,18000.0,18700000.0
7212,F. Viáfara,28,71,Colombia,Junior FC,71,RB,RB,71,66,143lbs,Right,0,2000000.0,3000.0,2800000.0
7213,Feng Gang,27,56,China PR,Hebei China Fortune FC,60,CM,CM,57,69,137lbs,Right,1,100000.0,2000.0,163000.0
7214,Luan,22,74,Brazil,Grêmio,74,LW,LW ST LM,82,71,157lbs,Right,8,5000000.0,45000.0,0.0
7215,B. Mensah,25,75,Ghana,Beşiktaş JK,77,CAM,CAM CM,80,71,143lbs,Right,5,9000000.0,51000.0,0.0
7216,Rochinha,25,72,Portugal,Vitória Guimarães,74,RM,RW LW,75,67,152lbs,Right,3,3900000.0,8000.0,8500000.0
7217,Sivera,23,72,Spain,Deportivo Alavés,72,GK,GK,78,72,165lbs,Right,6,3200000.0,10000.0,7400000.0
7218,José Carlos,24,64,Spain,AD Alcorcón,66,CB,CB LB,73,73,163lbs,Left,9,625000.0,2000.0,1100000.0
7219,Ivi,26,72,Spain,Raków Częstochowa,73,CAM,LM RM,73,69,154lbs,Right,1,3700000.0,6000.0,5300000.0
7220,J. Rasheed,28,61,Norway,BK Häcken,61,GK,GK,64,75,194lbs,Right,3,230000.0,900.0,305000.0
7221,D. Granli,26,65,Norway,Aalborg BK,67,CB,CB RB,69,74,172lbs,Right,4,625000.0,4000.0,0.0
7222,M. Thorsby,24,69,Norway,Sampdoria,73,CB,CM CAM,75,74,174lbs,Right,6,1400000.0,8000.0,2800000.0
7223,L. Reed,22,65,England,Peterborough United,66,CAM,CDM CM,74,68,132lbs,Right,9,775000.0,3000.0,1500000.0
7224,D. Mesenhöler,23,65,Germany,Viktoria Köln,65,GK,GK,71,74,183lbs,Right,6,550000.0,950.0,908000.0
7225,N. Fazzi,24,64,Italy,Atalanta,65,RWB,LM LB,69,72,172lbs,Right,5,600000.0,9000.0,1100000.0
7226,L. Sané,24,85,Germany,FC Bayern München,85,LM,LM,90,72,165lbs,Left,5,51500000.0,100000.0,88800000.0
7227,M. Friedrich,24,74,Germany,1. FC Union Berlin,76,CB,CB,79,76,179lbs,Right,5,7000000.0,20000.0,13100000.0
7228,Y. Leiva,22,69,Chile,Club Necaxa,70,RM,RM CM CAM,79,65,139lbs,Right,10,1700000.0,6000.0,3100000.0
7229,K. Parsemain,26,60,France,Seattle Sounders FC,60,ST,ST RW,64,70,168lbs,Right,4,275000.0,3000.0,0.0
7230,T. Castagne,24,77,Belgium,Leicester City,80,RWB,RM LM,82,71,176lbs,Right,5,12000000.0,61000.0,23700000.0
7231,H. Isted,23,57,England,Luton Town,57,GK,GK,67,73,163lbs,Right,10,130000.0,1000.0,267000.0
7232,Dani Ceballos,23,80,Spain,Arsenal,82,CM,CM CAM,85,70,150lbs,Right,5,19500000.0,76000.0,0.0
7233,I. Pomazun,22,66,Russia,PFC CSKA Moscow,66,GK,GK,74,75,185lbs,Right,8,725000.0,7000.0,1300000.0
7234,E. Unsain,25,74,Argentina,Defensa y Justicia,74,GK,GK,80,74,183lbs,Right,6,5500000.0,10000.0,9400000.0
7235,R. Aarons,24,70,England,Newcastle United,71,LM,LM RW,74,69,168lbs,Left,4,2300000.0,18000.0,4500000.0
7236,F. Woodman,23,72,England,Swansea City,72,GK,GK,82,75,183lbs,Right,10,3900000.0,13000.0,0.0
7237,A. Stølås,31,65,Norway,FK Haugesund,66,LW,LB,65,72,165lbs,Left,0,400000.0,1000.0,500000.0
7238,O. Hüsing,27,70,Germany,1. FC Heidenheim 1846,72,CB,CB,72,76,203lbs,Right,2,1900000.0,12000.0,3200000.0
7239,L. Gooch,24,67,United States,Sunderland,69,CAM,LW RW,72,68,152lbs,Right,5,1000000.0,5000.0,1800000.0
7240,L. Orejuela,22,67,Colombia,Ajax,66,RB,RB,73,71,157lbs,Right,6,875000.0,5000.0,1400000.0
7241,Zizo,24,70,Egypt,Egypt,72,RM,RW CAM,73,69,148lbs,Right,3,0.0,0.0,0.0
7242,E. Koulouris,24,70,Greece,Toulouse Football Club,72,ST,ST,73,72,181lbs,Right,3,2300000.0,4000.0,4300000.0
7243,L. Zingerle,26,72,Germany,SC Paderborn 07,72,GK,GK,74,73,172lbs,Right,2,2700000.0,11000.0,4500000.0
7244,S. Griesbeck,29,72,Germany,1. FC Union Berlin,73,CB,CDM,72,74,187lbs,Right,0,2700000.0,20000.0,4900000.0
7245,J. Glad,23,68,United States,Real Salt Lake,70,CB,CB,75,73,159lbs,Right,7,1100000.0,3000.0,1800000.0
7246,R. Karsdorp,25,75,Netherlands,Roma,75,RB,RB,77,72,176lbs,Right,2,7000000.0,500.0,15200000.0
7247,T. Zwane,30,74,South Africa,South Africa,75,CAM,LW RW CAM,74,67,146lbs,Right,0,0.0,0.0,0.0
7248,R. Rúnarsson,25,70,Iceland,Arsenal,70,GK,GK,75,73,168lbs,Right,5,1800000.0,25000.0,3600000.0
7249,Iván Villar,22,68,Spain,RC Celta,68,GK,GK,75,74,174lbs,Right,7,950000.0,5000.0,2200000.0
7250,A. Tello,23,70,Colombia,Benevento,75,RM,CM LM,77,71,176lbs,Right,7,2500000.0,9000.0,5000000.0
7251,Pleguezuelo,23,66,Spain,FC Twente,68,CB,CB RB,73,71,154lbs,Right,7,825000.0,3000.0,1400000.0
7252,Kim Young Bin,28,61,Korea Republic,Gangwon FC,62,CB,CB LB,62,72,174lbs,Right,1,250000.0,2000.0,331000.0
7253,T. James,24,65,Wales,Wigan Athletic,65,RB,RB LB,71,71,165lbs,Right,6,650000.0,1000.0,0.0
7254,F. Escobar  B,25,69,Argentina,Atlanta United,69,RB,RB CB RWB,74,69,159lbs,Right,5,1200000.0,4000.0,1900000.0
7255,M. Manotas,24,71,Colombia,Houston Dynamo,73,ST,ST,76,72,146lbs,Right,5,3200000.0,6000.0,4900000.0
7256,Nélson Monte,24,72,Portugal,Rio Ave FC,74,CB,RB CB,77,74,172lbs,Right,5,3700000.0,6000.0,8000000.0
7257,E. Osam,21,55,Republic of Ireland,UCD AFC,56,LB,LB,66,70,154lbs,Left,11,130000.0,500.0,228000.0
7258,D. Rodríguez,24,66,Argentina,Newell's Old Boys,68,CAM,CM CDM RM,73,67,148lbs,Right,7,900000.0,4000.0,1500000.0
7259,Kim Sang Won,28,62,Korea Republic,Pohang Steelers,62,LB,LB LM,62,69,152lbs,Left,0,250000.0,2000.0,313000.0
7260,Du Jia,27,61,China PR,Tianjin TEDA FC,61,GK,GK,63,73,165lbs,Right,2,210000.0,2000.0,341000.0
7261,Hui Jiakang,31,64,China PR,Tianjin TEDA FC,64,LW,LW LM,64,71,165lbs,Right,0,400000.0,4000.0,620000.0
7262,I. Success,24,71,Nigeria,Watford,73,ST,ST RM LM,77,72,198lbs,Right,6,3300000.0,12000.0,6600000.0
